userid,productid,rating,date
A3QE9TICGKJ9OA,B0097BEECI,4.0,1387411200
A23MSDG35NM09M,B0012Y6HC8,5.0,1216166400
A1ZHM01C4KERY2,B0043WJRRS,5.0,1401667200
A99RXO7331XGC,B000BY52O4,5.0,1334880000
A3AHIVOP2E5UPF,B00768SBAU,5.0,1370908800
A2VPA9AOLALBCT,B005XXHQII,4.0,1342569600
A2LL6RJUWHMM1R,B004Z57WKW,3.0,1396656000
A2GAWR0PPJ9XFV,B000M2GYF6,5.0,1283299200
ARX6W8UN2PYJ1,B003J8NMF0,5.0,1320019200
A10C84WVJ1DQGT,B0054YQO5C,1.0,1390176000
A39G3OM54MNYT8,B0057ODG6Y,4.0,1397779200
AEHGRFRX4LSKL,B00FDUHD2K,5.0,1403395200
ARCEGLB7I715P,B006C2DV5G,5.0,1393804800
A817D5AMVAOFS,B009GXEF8A,5.0,1390694400
ANFHP6EH8BLMF,B000AY0IT4,5.0,1223164800
A3BNX3GU2Z54O2,B000I5LU60,5.0,1217808000
A3921UA8XAQCDY,B008OCNXDW,5.0,1382400000
A3KGXB2LZTLT6R,B004QGXWSQ,4.0,1391040000
A2P21X0R9STU7T,B00213KDQK,5.0,1380672000
AW6J7KBCFXBXP,B001NXWRM2,5.0,1325894400
A1KYPRPP3BV5MF,B002KDVQXU,5.0,1270339200
A1FD4MIWL6Z38B,B00B5HE1SY,5.0,1384300800
A2O88B95AT0IUN,B00542PJTQ,3.0,1341532800
A1XBVUECI7UV7K,B002HFRM6G,1.0,1268870400
A37WV3XN33DV0N,B004R0RQ8S,4.0,1400976000
AO7XLS9WL9ITE,B00KV1LEJ4,5.0,1405036800
A2WDCAMKCCP1UR,B000ZH98LU,2.0,1363651200
A1CCWLTV6H6W8U,B00BZI6UTQ,3.0,1374537600
A8U49HHLBX3O9,B005X1Y7I2,5.0,1405382400
A3G8HQP6FR4NWS,B00B5FOGFY,5.0,1389830400
A2NAWZ87HPG972,B0013FGTSI,5.0,1294531200
A24DR6BYE9YVS5,B003CPKG9U,5.0,1342396800
AQWDZJ5EGMWQ9,B0044Y5UO4,3.0,1384732800
A360BEVFAM9EK7,B007ZHXFJY,4.0,1349481600
A3EKMU6JJT0A25,B001BSQK8Q,5.0,1312329600
ADKIQIZI5GUUH,B00004Z5M1,1.0,1403481600
A6OVJ3V58WUQT,B00D18U63O,4.0,1387065600
AV71SHA314R6,B00HIY8TNQ,5.0,1400284800
A2W6Q16LE14CWK,B00ECWE4WC,4.0,1390435200
A2FSJHGCCUNIFB,B0015AARJI,5.0,1395446400
A1OIXVG2HVKON3,B0054VNHSW,5.0,1352160000
A32EWR1J4UM5HW,B00CTERD2S,5.0,1384646400
A3D61DM1VPHXWM,B000093UDQ,1.0,1171238400
A249XBGTRZ6T7Y,B000S11K5U,4.0,1203379200
A1SH6D9PZI8SEP,B002SOZ5RY,5.0,1359504000
A232TXUYV4QHTS,B001A4HAFS,5.0,1271289600
A1YOMI6M5M4W20,B0088JSE9E,5.0,1398124800
A1EJ8KTHKO991C,B00569MIU0,2.0,1327708800
A1R0LK7KCHCDZX,B007S9ZB64,3.0,1401408000
A18ADNF53EPHZH,B000AAN76Y,5.0,1395446400
A1ZROL12VZ1MC3,B000UXZQ42,4.0,1360972800
A18AROEGGR9ONK,B0099CHEAY,5.0,1389484800
A1FUXTGD90KMOB,B00114LG7U,5.0,1215388800
A149DAN3H4YST2,B002UNFVK4,1.0,1289347200
A9PFZO9KK3QBH,B004I8EZ9C,4.0,1372291200
A3SNPSV8GDF06T,B00006B82N,5.0,1355702400
A147SEKFDKL98F,B00005N6KG,5.0,1366329600
A33O0KPM8JMN1R,B0088MLKM4,4.0,1366761600
A11US25W31OG65,B00H2D3N0M,1.0,1400284800
A3G8ZLSIE31H75,B001N2789K,5.0,1396137600
A30C4YD7PGDN0D,B00AQDG7YE,1.0,1391644800
A131WZLNX0S29F,B008CS5T76,4.0,1398988800
A32R5R84WPQW3Y,B009PJ3AZ4,4.0,1367020800
AZBPNMUMFVFCR,B007K9P7H0,5.0,1378684800
A3F6HTZNUGVCVI,B006W8U2MU,5.0,1362096000
A1JOD6023BCP4F,B009FQWQIO,4.0,1366848000
A31OQCD2NW8NVT,B007RRTO2Y,5.0,1364860800
A355LWJVSTRCV9,B004PJELVQ,1.0,1324944000
A2OR4YH4BA8WNS,B007KPWMOK,5.0,1345334400
AN9DT01R1SBXM,B007ZKDWWG,5.0,1358640000
A3FEGTOLCWXSV4,B002SQK2F2,1.0,1280534400
A24LZZMGS9LIHX,B008HZ53ZC,5.0,1377302400
A3613N9RWCGYVE,B00ANOFPB2,5.0,1389225600
A16TDK20AFL4TR,B000CMPYRA,5.0,1344384000
A2ZQPYS175V9VQ,B004MME6SY,1.0,1329523200
A6V97WQ1APF6B,B004G6002M,5.0,1402876800
A2G05OVB3B1HRG,B0077BMOAO,5.0,1388448000
A37K3W71Y22SBR,B0057JSCG8,5.0,1367712000
AXNG849CA6Y2Y,B00002EQCW,5.0,1279929600
A3CWGBYQPIINUS,B000LVZ076,5.0,1238025600
A3ATC80PKWFG9V,B00GN2530G,1.0,1403049600
A2GNH18WXQ8EPE,B001697JNU,4.0,1298592000
ARVQM2NL2ASZT,B00EXK1L38,5.0,1389744000
ACUYC0DIE84LR,B0016231VQ,5.0,1377475200
A8X23TZGTEKWR,B000TYR5R8,5.0,1375920000
A3V77N6VHAHEB6,B004HIN7SI,2.0,1320624000
A2RXE79NTR4U0U,B007I5JT4S,5.0,1333756800
A1EGL066JPU36I,B004NIVRS4,5.0,1323302400
A4D5B7Q8A7PA6,B000923BUK,1.0,1249171200
A1D52FHCT5Z5BF,B001A5FH9S,1.0,1403827200
A3191OYGCXY6EA,B000TQ4D8K,4.0,1405036800
A2S2MEW5C77BFQ,B00ABN6CVC,5.0,1397606400
A1MMA81VCLRG6H,B002TPL260,5.0,1316131200
A2DMN0X2RU6F48,B008NMCPTQ,1.0,1401321600
A1BU7R42ZQ4Z5K,B0013T50UM,4.0,1261785600
AHP45T61FAHGF,B0028PCX4G,3.0,1258761600
A52Y61A9TMPU5,B002N7Y036,1.0,1263772800
AE0FO4YNRK7JG,B007R5YDYA,2.0,1364169600
A1NL955Z8TYG8L,B000VY2BC0,4.0,1356048000
A5X9LUBM4H38I,B004U5Y9LC,1.0,1352505600
A3VHU989AJUIC2,B00CPV9YOU,1.0,1394668800
AY22MM1LXQBME,B007KEZMX4,5.0,1358294400
AN56091LWGSW5,B008MHDSPW,5.0,1365552000
A3FWBQ70QPUPGB,B003M0NURK,4.0,1345420800
A6LORV9N3XHV7,B00BJ1COYO,4.0,1405814400
A1F4SVGRLXN0F4,B002JPITYS,3.0,1305072000
ALIET8N5IGSVG,B00698QN30,5.0,1367366400
A1VZKPE95PCIS7,B003A764XM,2.0,1306195200
A20ZRBCZJYEBW3,B00856RURM,5.0,1375401600
A1LTKNGHHLL31W,B008MHZNLO,1.0,1364774400
A1YRH69LB3CZDU,B003OSR6E8,3.0,1280793600
A1UCVDC0MYSPX4,B002Y27P6O,2.0,1302134400
A2MMWTE0089YZS,B00007E7JU,5.0,1324166400
ACW4IVKIKGFTU,B001F4TF9W,5.0,1291420800
A2RS5WW5TVRAOF,B000HPV3RW,4.0,1348012800
A3MB3R5IC4IW1B,B003XIJ3MW,5.0,1309996800
A1D1C10IUV88XB,B004DVEW8I,5.0,1355184000
A2T5MKJCG4QHMY,B006GWO5WK,5.0,1366070400
A2T0EAOPB3N749,B002JPMA3E,5.0,1294185600
A1XV3U4W9IVIJI,B004R7A9NU,5.0,1320710400
A34EKB8OCIFTGA,B003PJ6G5Q,5.0,1350000000
A2BSU4EARZX2KS,B008J82RUG,2.0,1355616000
A2KAL4N3LQB3OE,B002P8M9OU,4.0,1277596800
A25EABZHL2CQLC,B00CJAP1YE,4.0,1398729600
A36QATBFD2EEG3,B00005RE7S,5.0,1168041600
A1GHXREF0V87EF,B004XXMUCQ,5.0,1354147200
AHA9G3OP4G8M9,B00DQZT38G,5.0,1388880000
A1TS3JQL509RLI,B001V399GG,4.0,1341705600
A2Q4GSPV8MACIB,B000MPDT06,5.0,1246752000
A2VNUXG1BWXGGX,B00005Y1Z7,5.0,1062288000
A2AFWPQYLQO21H,B00520BL8I,5.0,1349481600
A2BQHH2VGYIKYV,B001IWNDS0,3.0,1324944000
A2JNOFYO0BVBGJ,B000PC4A0O,2.0,1357689600
A2IJ96V8VPBXA1,B00FO12XY6,5.0,1403395200
A2FHAPS8JVVS1I,B0055QYKQO,1.0,1374019200
A1N2YNWHOQBAKP,B001QKI2DA,5.0,1318723200
AHY1H8TF8X8A7,B000N35A0Y,2.0,1373414400
A1DZEVZVNJJQ3M,B0087RF5RG,5.0,1398643200
A3S8I5D9SMIYM1,B003ARRAA8,2.0,1360108800
A35SGSUMD10YRQ,B003OC6LWM,5.0,1378166400
A2IDBXJOCZYWMY,B000067RBT,5.0,1354924800
A32E0R69D9ZQ6J,B002IEE9D0,5.0,1386633600
A1RS33QMTPMV8L,B00330O2U8,2.0,1369008000
A2K4E8W7JG8PRI,B008Q7DDLM,2.0,1393372800
A2L8NERGVGD7NV,B0045EPIG8,4.0,1390608000
A1HBTF8R36OAJ2,B002ZCXJZE,5.0,1274054400
A3Q5MPBFF6E3BN,B002L6HDPG,4.0,1320278400
AV5B8EGAPV7HK,B00BD65YIS,5.0,1367539200
A1G9YFLO3TXBTN,B0017U8FVI,5.0,1377302400
A39PXL8TQKMNRY,B004323NMI,5.0,1365379200
AIE8KNWUSKAY4,B00000JBHE,5.0,1104105600
A36MB4NQ4ERSCI,B000ZJWZYU,5.0,1264982400
A31MBXJ0MNO3BF,B0097BEFEU,1.0,1386028800
A3RZUPL6P0SIK9,B0029Z3RZ4,5.0,1401235200
AG7K73NOALHHC,B00746W3HG,5.0,1399852800
A1BAQXH0552PD0,B00834SJ8K,5.0,1358380800
A3O0DTD89MCR0P,B005J42CZ8,5.0,1332892800
AD09CY6RPRH1Q,B005DJNRQM,4.0,1390780800
A2U60XED7T9AVG,B009MTA9VA,1.0,1397001600
AC68STOKHU9QT,B00B4PJC9K,5.0,1375660800
A3PABLRLAW4WLE,B008OCF8BW,5.0,1356134400
AH66BGHFEZF7J,B002JQNXZC,3.0,1338336000
A1S4WB0FKUWAKJ,B002ZCXJZE,5.0,1313625600
AEL5X0MXLF3NV,B003FXLXTQ,1.0,1379116800
A1NUZA35Y64CUZ,B0095ZM69Y,5.0,1389657600
A5B6OPKWP2IFF,B008EO263I,5.0,1372204800
A2FJIMCSXMU62M,B001FOMZO4,5.0,1384992000
A2I0LRKUXZ26L7,B00006HSJH,5.0,1376179200
A2W7F3A7W1Y5HF,B00FXICFV6,4.0,1389398400
AANV01814S59Z,B00CAN8OF8,4.0,1389398400
A2F2STUCW7OUDP,B002Y258FO,5.0,1324425600
A2MMYEZSMZY6VT,B003MTTJOY,5.0,1399075200
AMQ2NOAILJTFZ,B007B5QVTG,1.0,1401840000
A2CCLPOOABYFUU,B003Z3NGTG,5.0,1320537600
A37QXI1R7STJ9Z,B000E8BGCE,5.0,1356566400
A2CZDT27T36DBB,B004SD2562,5.0,1355011200
ARBKYIVNYWK3C,B00CWIRMRC,4.0,1378944000
A2J2N8OJG9PK49,B00519RW1U,5.0,1329609600
A18QIU7Y8D5RAK,B000VZCEUI,5.0,1212105600
A14QTSSUWWCSSL,B0028YZFLU,5.0,1371427200
A35IX2GE0VC0JP,B001OOZ1X2,4.0,1251331200
A3K8BCLEL2RRID,B00721TUNS,5.0,1391558400
A21TM7XZBAHYX9,B0063IZ5VW,5.0,1368576000
A99VH4CFJ1Q9L,B0031RGKVC,3.0,1264636800
AIS6G2S1FVTP2,B005HE0RS4,5.0,1365292800
A31QGI7BYZ4FWH,B0075SUKIC,4.0,1358380800
AO4GPUIFTHZ36,B003XM73P2,5.0,1302480000
A32IRW97LDMK70,B00KGGWDGM,1.0,1404604800
A17H2JW86UJ0XH,B00A66KWDI,4.0,1375142400
AHLWZTLVIURNP,B005EZMFKY,5.0,1363651200
A11OFTD818Z8J8,B005EP84Q8,1.0,1385510400
A26Z7MK8WCP96Q,B005D91G38,5.0,1388188800
A1VI92C2AEWNYN,B000M73ERC,1.0,1203811200
A1G41IRWLH5N8B,B007136C9W,5.0,1373760000
AN26FQBXQ9JJ8,B006LX2K0I,5.0,1354147200
A1116JC9NIIGQJ,B006JWMOOI,2.0,1342828800
A2EHI8OXMKDWII,B00IIVH2AE,4.0,1398470400
A2V9UJZD449B6W,B002UDK9U6,5.0,1332115200
AIDJSL99PHI68,B006WFV8YY,5.0,1340928000
A21T7A8KRD8W5L,B007WAWHD4,5.0,1353974400
A2LNOB1VJHQHAF,B0034CL2ZI,4.0,1404691200
AMCE48L2SS232,B003VAGXZC,3.0,1319414400
A283RU37DDCR5E,B008HKJBMI,1.0,1360368000
A21782K68TXFD7,B00000J1EQ,5.0,1403222400
A2DZOD7DCQJ7I5,B009ACBAV2,4.0,1392595200
A2O3RBXCVT39MF,B0013820OW,5.0,1271894400
A30UFL0TXNS0TX,B005K7192G,1.0,1387065600
ACCYV2EJXSD55,B0001FTVEK,5.0,1389312000
A18Y40RXB069HD,B001VIFTTW,5.0,1300838400
A35QGTNWJTRGUG,B007JF85VU,5.0,1369180800
A311H4Q146SJG3,B005S0BYQ6,4.0,1383868800
A23K3BJIH0R5VD,B000NMFCIA,1.0,1385942400
A1ZZY6WYH1AS1,B005OK6N0M,4.0,1368230400
A1G5M9HWFFL2UH,B002T45WXU,4.0,1388534400
A2QJ4CELQ6UV8G,B00C9HAVKG,1.0,1389571200
A2XI53OAM8LEMB,B000UWX70S,3.0,1216080000
A2WP83XHUTKOC4,B000O3S0PK,5.0,1401235200
AGOD92EJ5IPPQ,B000I661J0,5.0,1402099200
A3U94RPHQ3U2GJ,B001FA1O0O,5.0,1325203200
A1EEMA813XFNQA,B004U8GSMC,1.0,1352937600
A2FQ5APMZ462C8,B007ZKG77I,5.0,1355702400
A1E6XNOQX076JT,B0084C31WA,4.0,1370304000
A3CDEI38WFOQ2Z,B0041TF4QQ,2.0,1386460800
A38H7ON7U39V07,B007ZT23ZE,5.0,1380585600
AQKL0MBSLXYAZ,B0019UX796,5.0,1397001600
ACZ7V9ASGE5XW,B002YAOS7A,1.0,1304812800
A2JP88TVJVQ1PF,B001DLTDQC,5.0,1375056000
AOLDCZ6JT3M1A,B001T6K7G6,4.0,1367452800
A1DNR1SFJ0RBK0,B00AD5KDQ8,1.0,1404950400
A3D6X7WSVWWD71,B0015AFWD4,5.0,1315267200
A2RRSJCC8M5SL4,B003MRI1JU,5.0,1314662400
A1IB6OBZBVKIYK,B00A17I8LA,5.0,1358553600
A3UDM83FPLUDQT,B00BPXO9XK,1.0,1385510400
A37PR51Z6J807A,B000HATNH4,5.0,1171843200
AA3FTJYJYX55C,B005DTZN7S,3.0,1378166400
A27KAKPGD0QRK2,B00C8T7CXO,5.0,1393891200
A2N17KQV804QCC,B00APEGA8W,4.0,1369267200
A3P8G6HKVZHZCF,B001T9N0E4,5.0,1288137600
A2DBZO9XDFR5OC,B0063KGS7A,5.0,1331942400
AUXNNE4HBVRQI,B002A8IDQI,5.0,1379548800
A2E8OSTL5UR4C5,B004RKQM8I,5.0,1363219200
A5O1ERT24JM82,B00948FSH4,2.0,1390435200
AUQDKWG9EPBEL,B00316263Y,5.0,1364256000
A31NC8C7OV6C3K,B001AI6CNK,1.0,1275696000
AAJJGD3D0YD6S,B005VSHMSY,1.0,1344902400
A2HRHF83I3NDGT,B005FYNSPK,5.0,1399593600
A256IJW5FQ0H3G,B007ZIEVZK,4.0,1338854400
A10WI2M8H1IAGK,B0031U1ATG,5.0,1367798400
A4AF47KO5KFFU,B001T6K7G6,2.0,1393718400
A2YETF09UA426O,B00ECKKUHM,5.0,1392422400
A11YKMAC4ZP9WN,B004Q9T79Q,3.0,1311552000
A24AQLIMZGCDJH,B0083EN6DI,5.0,1399593600
A1OQWXLS2U2VWL,B009A5204K,5.0,1376524800
A1TUYFEAE1CH93,B001F1TN9M,2.0,1345766400
A17Q0UE7RBZX9E,B00904JILO,1.0,1395360000
AGJRUK27RBVYS,B008ULPE70,4.0,1349222400
A286KKZS17ERCS,B00284AKNI,4.0,1366329600
A36KKN6HB0EMUK,B0074BW614,5.0,1353283200
A1TNE3E8PUL8DA,B00D601UC8,5.0,1384560000
AZJ105E8T68X0,B003ZX8B2S,5.0,1366588800
A1QWYWUT0CHCV7,B00542NI58,1.0,1325203200
A3MB9T2K5EPIFB,B00ALPTRGW,5.0,1375401600
A3G2DAW4PRR9VK,B000UEZ36W,5.0,1370908800
AE5NP8F2TX8G7,B007F9XJW0,1.0,1342224000
A3DGDXUH0033W3,B009IHHQUS,5.0,1369699200
AO8GG85RMC0RB,B00008VF63,4.0,1241654400
A2K4C2N5FJJWU8,B0011YC3JK,5.0,1292630400
A3BNLLZD9DE014,B009NB8WR0,5.0,1360454400
A1XG1QY199CCBL,B000EN44P0,5.0,1341619200
A3498TXRMO6DBR,B002HU629E,5.0,1337731200
AWKCCHLVT0CC5,B009OA9SA0,5.0,1359158400
A4VTBC3ULYJJU,B005O6L9VY,5.0,1367193600
A29HP2INTPN0PZ,B000PCEFXQ,5.0,1287532800
A2SJUW2M0FHSQU,B004XNLR48,2.0,1324598400
A7I5BMUJ6OFZN,B004MX5EBG,5.0,1346716800
A3DE987U8T5SGA,B005HGG78Q,4.0,1362355200
A1AQ9N5IO6CFDL,B0091PEC3Q,3.0,1390867200
A14YFK2MI8TUPW,B000TG4BA0,4.0,1198195200
A3RSHBB07KF3V4,B0015DNIVO,5.0,1251244800
A2E5IYT5GC14GJ,B007KB5U20,5.0,1359504000
A1QHH2XEZUBVSK,B001GT185K,5.0,1271462400
A33AO89L94L8PA,B008D2POAS,4.0,1360627200
A5J601ANJ59YZ,B002WE6D44,5.0,1299628800
A18V0076A0Y9Q0,B005ZNHK4Q,4.0,1390780800
AVIJJIX0QFEOX,B001J56UJU,5.0,1258329600
ANB7RN8JM5F6P,B00004Z5AX,4.0,1357516800
AH2ZADXQ6UO3Y,B003CF0DK2,5.0,1374537600
A2HLFH7SHZWN3L,B008BH5D6K,2.0,1375228800
A3EXWV8FNSSFL6,B002C2TJR4,2.0,1329696000
AQZRGC9ZWKBP6,B004I3VZJK,3.0,1387065600
A2Y0LV5IAI1HOH,B0012S4APK,5.0,1382054400
AHIBSSBMVPP85,B002HWJT1A,5.0,1358380800
A1R356HRO0R13M,B00AXZWG8Q,4.0,1365206400
A2SIELMAHA5NMZ,B00096ZRJ4,5.0,1376697600
A3IT187IPGK3IF,B00080FPRU,5.0,1140739200
ASKGW7WD8HPAD,B0054EU0H0,5.0,1317168000
A3BOM0DRA9BPMF,B0086UXT9K,3.0,1375228800
A3OAEP8R1R02VC,B0000TU7I6,4.0,1206403200
A6DYU2I6Y2UUI,B002FPOJ64,4.0,1313798400
AYRBY2NL24XYT,B00IZBNQO8,5.0,1404172800
A1473KJ22B833W,B000BWDL26,4.0,1343433600
A2060HOITXQMPW,B00AFYH5RM,4.0,1363737600
A2JKSCI289YRFG,B007JCNOY6,5.0,1332979200
A1YNE2SDU4W7N8,B0002X1LFI,5.0,1203206400
A1TIW1GPDJH0TO,B000C1MY1A,5.0,1354060800
A2PD147TLKHIAT,B000MX9MKO,1.0,1324684800
A836L9AX6Q7OZ,B000F6T4QU,2.0,1355529600
A3CSW272NALRM,B001DPOZPW,5.0,1376697600
A7DID4O1WJDBJ,B00012F6A6,2.0,1312243200
A3FZFH11J3BU7L,B000IE8Z4Q,5.0,1263686400
A11BGI7WBVMY2W,B0043T7FXE,5.0,1350172800
A28X06K6DX4GEC,B000M52X62,1.0,1324944000
A2UY0IV0SKZP8M,B005UG3KS8,5.0,1366156800
AIJVHMEE2RKM4,B00000JFMK,1.0,1256169600
A1QV9G6Z0UP7Z2,B00E952W12,5.0,1397779200
A2541ZQITL1UJK,B002SIBHWC,5.0,1330387200
AHI4V41IAD7M6,B002EUCU3O,5.0,1266537600
A16Y9NNR60DZYY,B0015AARJI,5.0,1391644800
A2EHH8PDKV1687,B003ASSEHU,4.0,1325980800
A28JUPHRHIAAYJ,B008FU000M,2.0,1379548800
A1ZY96EW1UN8BU,B00829THK0,1.0,1359417600
A3OB6AAFTA0BH8,B005DIWYYY,4.0,1369958400
A1ZNDIVPD2Y2UH,B003VYEYE0,4.0,1365120000
A2FTYT8YW200ZJ,B00BI4KSMM,1.0,1403222400
A3RCTNC7H08R52,B009STMN9K,4.0,1377043200
A2P8HYWGVARJSS,B0002BEZ62,5.0,1364601600
A2IFH6I6RD85NN,B001UE6MIO,1.0,1294531200
AFOA12G7D4SRA,B003DZ167K,5.0,1293753600
A217WPX2X4TH69,B002ACZX3K,1.0,1369785600
A2G5XTB3PRJVO9,B006R1SOKY,4.0,1372896000
A1X4ERPQYWZMQC,B007NN2OP6,5.0,1404604800
A3PNQ1D2KTUE7L,B00EPD6YJE,5.0,1386892800
A3DZHDO5LSNW1B,B004QK7HI8,5.0,1394755200
A70Z8EXZBDY6I,B00CIOFWTU,5.0,1392940800
A3893Z6OVMSOGL,B005UBNGY6,5.0,1388880000
A3DY9PG1LGT7OX,B0012KZNP4,5.0,1294617600
A1YT4MGWTCMQJ1,B00008IP5F,1.0,1093392000
A2KRD214YEX24J,B003Y2GTG0,5.0,1397347200
A2FRY6GIFECUBX,B000ND75CU,5.0,1174608000
AMEKGJ76X9297,B004EYSNVQ,5.0,1304121600
AOMSZFATERPAW,B002669XKY,5.0,1316044800
A1B04MLSX8DDPX,B008FNZ8PQ,4.0,1402963200
A2VR0ZTADY7FWA,B00AY6Y1NC,5.0,1371340800
A22DPZIGCYLQF8,B007SA2MTC,5.0,1402185600
A2GBRBAOW5W7YM,B002CVTU56,3.0,1277424000
A1IG8D9ZZ3FY0T,B0020NITOO,1.0,1253836800
A3LJ3S3JO0YVIB,B004VRJ3FG,1.0,1324080000
A3IW6DZ1ULMZJ,B00CEZJT2E,2.0,1380412800
A2FF51S1P2XN87,B0002Y2OYY,4.0,1236470400
A1PMCM7USIU720,B0000CFYNQ,3.0,1188432000
A4U27URFECK1U,B00IPNQ3R8,4.0,1403222400
A24ZBISZRK1E6P,B004VTAVLE,5.0,1362614400
A3PJ7BYYI13IQS,B00CENPB28,3.0,1381190400
A2G3XX7NOTAV9V,B009ELOLUQ,4.0,1402185600
A1QIDBNE5V8U0M,B005FV8SGC,5.0,1370476800
A2I24RJDF92IDZ,B00CRPF0OM,3.0,1377993600
ALZRH84BJZCBF,B003W1W42Q,5.0,1363737600
A8J7NPQMDJVSK,B00BJ8C02I,5.0,1376524800
A1UN449TYEE31Q,B00E435N1A,3.0,1388361600
AUGQ6B23RGU3C,B003BT6OOS,4.0,1296864000
AVGUH4CG9C7D5,B0093Y0CXE,5.0,1352937600
A1QLU5K7SQ0DH3,B00DVFLJDS,5.0,1401062400
A19A9M7BV1KEVV,B000RZUUWG,1.0,1383436800
A32KLN2X749ZAL,B00F3ZN0CC,3.0,1401408000
A389OCJN22UMD4,B00DR0PDNE,5.0,1385856000
A349OTRL9TUMQ8,B00BWUGD4E,1.0,1374710400
A15PSR49HTAMPE,B0014175E8,5.0,1228348800
A3PL3TNN7CQZEG,B00466HU6Q,4.0,1297209600
A1MDSE050S2K11,B001X017G2,3.0,1396051200
A3Y7RRPX6CA8U,B0046LALEO,5.0,1313107200
A25PBY6MWBW7PY,B007GR44PM,1.0,1349740800
A1FS37NM7VUCH8,B00DQVDK16,1.0,1399248000
A2EVPXRF16TNWH,B00B74Z67K,5.0,1400457600
A3G52XWKNLBC3,B00AWZCLBY,4.0,1394496000
A2RGV7U8CUKMOO,B00004ZC8Y,5.0,1320796800
A2H17L68NV5JRM,B004W7DQZ8,5.0,1322784000
A2WWVKOH4RZC0I,B0012KB34O,4.0,1288569600
A2U2R3HFSSXES2,B000F8J0TE,5.0,1389052800
A1J86L14EQB94C,B001B1AR50,5.0,1323216000
A1E80R0XARFY5V,B000VWKSHM,5.0,1299110400
A20I6SJIW2GOPQ,B001QFXDA2,4.0,1262217600
A3B6Y18NCQ5QUA,B009USAJCC,5.0,1377475200
A15XCI0CJU0Z49,B003C2XSO8,5.0,1323302400
A1JWH1WCOQJU3Y,B0041OSQ9I,4.0,1318291200
A12ZGVXANA313R,B00005TQ1Y,2.0,1355529600
ARWT0J55XABUF,B003J3758K,1.0,1404604800
A1WMPAH8GZOSUT,B005UEL4GA,5.0,1331596800
A3LKEAWGAUH19P,B005VLLOWQ,2.0,1406073600
ACLB4XW415VAL,B001AZCKQ6,1.0,1310860800
A3MGK8VA33T6IH,B006JINHYS,4.0,1396483200
ABM9JW2N1K0TV,B00AR95FOU,4.0,1386374400
A2SQDC2HC1P29R,B0002TQXJG,2.0,1239148800
A3QNQ1E99VLUJI,B003VQOT66,3.0,1330473600
AWX6DQ4VMCJ9E,B004FG16MG,3.0,1301616000
A1O7IMK0R5L0S0,B00001P4XA,4.0,1295136000
A297HJKOJALEPU,B002RWJGHM,3.0,1381104000
A3MR6CPG5H48N6,B001TH76JQ,2.0,1279929600
A31AB3DD0C1IMU,B0029U2YSA,1.0,1356220800
A1BWGEIKHNUYS5,B002LAIEFU,5.0,1363046400
A1P5L44Z4XFP6C,B0000UMLYI,5.0,1365465600
A7EG2J1IEZ1MD,B00592CFFM,5.0,1312848000
AJJ897C6KCLYL,B007S0JMXG,5.0,1353456000
A3E2362WIOSNXG,B003U46SWC,5.0,1358035200
A3T2F2REVUT10R,B007RIFMQA,4.0,1402617600
A2VSA8CZSX0UGP,B001UHMV90,1.0,1342656000
AI04VFWFN9BDE,B0013AV4M4,5.0,1285459200
A29523ZFXC3NNC,B000E0IG5W,4.0,1168300800
A3OD7BEXQO0GBC,B000E0I5AI,5.0,1177545600
A3API7CKCR6ELQ,B001L8XENA,3.0,1269043200
A2HLY12KV2W00B,B004UHDUNI,5.0,1327363200
A1MX6B7MWXVYJW,B00067OLOS,5.0,1388188800
A29DO6SS20OWYN,B000PDV0CE,4.0,1222560000
A2DW12H1TLJSL,B003V6VBHG,3.0,1322179200
A3I7V6FXXUA6EW,B00F9FCW7K,2.0,1382054400
A19LPHM3EM4V4B,B0002JY712,5.0,1385942400
AOWDLD8J9SQNA,B00JF9QG5K,5.0,1400198400
A3MEKPMM2NRR3S,B002TRJLSE,4.0,1269043200
A2GAX81XDZCL01,B000PCF7A6,5.0,1298505600
A2ABQ3QH69O5F8,B002RM08RE,5.0,1312070400
A1WZ7DCD6ORD9J,B005MWMBBM,5.0,1342137600
A2OVLU1Z80QD2I,B00C5X5UAK,4.0,1399852800
A3T3HZNXJH74MG,B001FA1NZK,5.0,1240790400
A31H1PCPD00EWA,B00AWKC0EC,4.0,1385424000
ATVB9IOP4H9NI,B00005O79U,4.0,1049587200
ATBMJL6Y79HIX,B0038WJTF4,2.0,1364169600
A2PK8WOWLTHIM9,B000HWS0OY,5.0,1190160000
A3U0BYTV50T7Y0,B001U7SRI4,5.0,1285804800
A2UPWP3DZAVSJU,B00AK2VZOI,3.0,1366588800
A160EQUFEEKANN,B003H357Z0,3.0,1381708800
AQM0RYE56CLIX,B001DAT0XE,1.0,1402617600
A2F4BQAQ94I5VR,B00023CJI6,2.0,1386892800
A2YHZPPUWE2ZBG,B000XP0CUA,5.0,1340668800
A2ZXM265YDJSZH,B00140AHQW,1.0,1217030400
A28AHM05UCIFDS,B00093IIRA,5.0,1168473600
A1A86MEB7ZT41G,B00D4NX6MY,3.0,1386115200
AGVWTYW0ULXHT,B002YOENAS,4.0,1313107200
A1NGJPC9TSUSGA,B006ZP8UOW,5.0,1379462400
A3EXWV8FNSSFL6,B003BYRGJ0,5.0,1279843200
